,property_type,place_name,state_name,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,rooms,terraza,patio,parrilla,salon,laundry,pileta,cochera,estado_nuevo,estado_a_reciclar
74642,house,Liniers,Capital Federal,-34.6477969,-58.5164244,360000.0,280.0,240.0,1285.7142857142858,4.0,0,1,1,0,1,0,0,0,0
74646,apartment,Palermo,Capital Federal,-34.571391382600005,-58.432093196800004,116000.0,33.0,26.0,3515.151515151515,1.0,0,0,1,0,1,1,0,0,0
74647,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,127000.0,43.0,43.0,2953.4883720930234,2.0,1,0,0,0,0,0,1,1,0
74648,apartment,Caballito,Capital Federal,-34.612401141999996,-58.44329214810001,295000.0,75.0,75.0,3933.3333333333335,2.0,0,0,1,1,1,1,1,1,0
74650,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,132000.0,38.0,34.0,3473.684210526316,2.0,0,0,0,0,1,0,0,1,0
74656,apartment,Caballito,Capital Federal,-34.6222111,-58.43912829999999,161400.0,74.0,65.0,2181.0810810810813,3.0,1,0,0,0,0,0,1,0,0
74657,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,380000.0,140.0,132.0,2714.285714285714,3.0,1,0,0,0,1,1,1,0,0
74660,apartment,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,153900.0,60.0,44.0,2565.0,2.0,1,1,1,0,1,1,0,0,0
74661,apartment,Belgrano,Capital Federal,-34.5644084034,-58.4372514317,465000.0,133.0,117.0,3496.2406015037595,3.0,0,0,0,0,1,0,1,0,0
74662,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,139000.0,48.0,48.0,2895.8333333333335,2.0,1,0,0,0,0,0,1,1,0
74664,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,139000.0,44.0,39.0,3159.090909090909,1.0,0,0,0,0,0,0,0,0,0
74668,apartment,Palermo,Capital Federal,-34.5900887553,-58.4203707181,150000.0,58.0,53.0,2586.206896551724,2.0,1,0,1,0,1,1,1,1,0
74670,apartment,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,138060.0,56.0,44.0,2465.3571428571427,2.0,1,1,1,0,1,1,0,0,0
74672,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,142800.0,68.0,68.0,2100.0,3.0,1,0,0,1,1,0,1,0,0
74673,apartment,Saavedra,Capital Federal,-34.555257,-58.492172,108500.0,73.0,33.0,1486.3013698630136,2.0,1,0,0,0,0,0,1,1,0
74674,apartment,Palermo,Capital Federal,-34.574030047600004,-58.423019835299996,695000.0,210.0,198.0,3309.5238095238096,3.0,0,0,1,0,0,1,1,0,0
74675,apartment,Palermo,Capital Federal,-34.5852861631,-58.4159147176,780000.0,141.0,135.0,5531.914893617021,3.0,0,0,0,0,0,0,0,0,0
74679,apartment,Palermo,Capital Federal,-34.5900887553,-58.4203707181,136000.0,51.0,47.0,2666.6666666666665,2.0,0,0,1,0,0,1,1,1,0
74683,apartment,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,138060.0,56.0,44.0,2465.3571428571427,2.0,1,1,1,0,1,1,0,0,0
74684,apartment,Villa Urquiza,Capital Federal,-34.56178060000001,-58.4928894,158000.0,100.0,61.0,1580.0,2.0,1,0,0,0,0,0,0,1,0
74685,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,115500.0,55.0,55.0,2100.0,3.0,1,0,0,1,1,0,1,0,0
74686,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,134000.0,53.0,35.0,2528.301886792453,2.0,0,0,1,0,1,0,0,0,0
74689,house,Villa Urquiza,Capital Federal,-34.582095292199995,-58.4839947293,810000.0,415.0,415.0,1951.8072289156626,4.0,1,0,0,0,1,1,1,0,0
74690,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,158000.0,120.0,50.0,1316.6666666666667,2.0,1,0,1,0,0,0,1,1,0
74692,store,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,217000.0,62.0,62.0,3500.0,3.0,1,0,1,0,1,1,0,0,0
74694,apartment,Capital Federal,Capital Federal,-34.6050762473,-58.431486873199994,145000.0,46.0,46.0,3152.1739130434785,2.0,1,0,1,0,0,0,0,0,0
74699,PH,Palermo,Capital Federal,-34.5894447267,-58.422173740699996,420000.0,144.0,121.0,2916.6666666666665,4.0,0,1,0,0,0,0,0,0,0
74700,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,128000.0,51.0,32.0,2509.8039215686276,2.0,0,0,1,0,1,0,0,0,0
74701,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,79800.0,38.0,38.0,2100.0,3.0,1,0,0,1,1,0,1,0,0
74703,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,129500.0,43.0,43.0,3011.6279069767443,2.0,1,0,0,0,0,0,1,1,0
74706,apartment,Villa Urquiza,Capital Federal,-34.5723413353,-58.484329891,105000.0,35.0,32.0,3000.0,1.0,0,0,0,0,1,1,1,0,0
74707,apartment,Nuñez,Capital Federal,-34.5507768498,-58.468442636099994,105000.0,35.0,31.0,3000.0,1.0,0,0,0,0,0,1,0,0,0
74709,apartment,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,167090.0,53.0,42.0,3152.6415094339623,2.0,1,0,1,0,1,1,0,0,0
74711,PH,Palermo,Capital Federal,-34.5894447267,-58.422173740699996,390000.0,163.0,95.0,2392.6380368098157,4.0,1,0,0,0,0,0,0,0,0
74712,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,109000.0,41.0,34.0,2658.5365853658536,2.0,0,0,1,0,1,0,0,0,0
74715,apartment,Almagro,Capital Federal,-34.6130913379,-58.432819912700005,103800.0,40.0,35.0,2595.0,1.0,0,0,0,0,0,0,0,1,0
74721,apartment,Palermo,Capital Federal,-34.5735469171,-58.4179351885,375000.0,82.0,82.0,4573.170731707317,3.0,0,0,0,0,1,1,1,0,0
74722,house,Mataderos,Capital Federal,-34.6618237,-58.5088387,415000.0,280.0,270.0,1482.142857142857,5.0,0,1,1,0,1,0,1,1,0
74724,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,112000.0,43.0,35.0,2604.6511627906975,2.0,0,0,1,0,1,0,0,0,0
74725,apartment,Almagro,Capital Federal,-34.6130913379,-58.432819912700005,167851.0,87.0,59.0,1929.3218390804598,2.0,1,1,0,0,1,0,0,1,0
74726,apartment,Balvanera,Capital Federal,-34.60967479999999,-58.3986588,70000.0,31.0,29.0,2258.064516129032,1.0,0,0,0,0,0,0,0,0,0
74728,apartment,Caballito,Capital Federal,-34.613374524,-58.4343106474,78000.0,36.0,33.0,2166.6666666666665,1.0,0,0,0,0,0,0,0,1,0
74737,apartment,Recoleta,Capital Federal,-34.5946892803,-58.3959620116,339000.0,136.0,126.0,2492.6470588235293,4.0,0,1,0,0,1,0,0,0,0
74738,house,Mataderos,Capital Federal,-34.6618237,-58.5088387,150000.0,120.0,120.0,1250.0,3.0,1,1,0,0,1,0,1,0,0
74740,PH,Villa Urquiza,Capital Federal,-34.568045197800004,-58.494959509,184000.0,86.0,73.0,2139.5348837209303,4.0,1,0,1,0,1,0,0,0,0
74744,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,105000.0,40.0,32.0,2625.0,2.0,0,0,1,0,1,0,0,0,0
74749,apartment,Almagro,Capital Federal,-34.56910735,-58.40848979999999,120000.0,50.0,50.0,2400.0,2.0,1,0,0,0,1,0,0,1,0
74750,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,129500.0,43.0,43.0,3011.6279069767443,2.0,1,0,0,0,0,0,1,1,0
74751,house,Caballito,Capital Federal,-34.630699352600004,-58.4514503652,270000.0,155.0,155.0,1741.9354838709678,4.0,1,0,1,0,1,0,0,0,0
74752,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,75000.0,32.0,30.0,2343.75,1.0,0,0,0,0,0,0,0,0,0
74753,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,104000.0,39.0,32.0,2666.6666666666665,2.0,0,0,1,0,1,0,0,0,0
74759,apartment,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,147500.0,50.0,44.0,2950.0,2.0,1,0,1,0,1,1,0,0,0
74762,apartment,Saavedra,Capital Federal,-34.5498677797,-58.475051809499995,269000.0,124.0,79.0,2169.3548387096776,3.0,1,0,1,0,0,1,1,1,0
74766,store,Barrio Norte,Capital Federal,-34.5941493489,-58.4123538264,220000.0,54.0,54.0,4074.074074074074,1.0,0,0,0,0,0,0,0,0,0
74767,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,78000.0,38.0,30.0,2052.6315789473683,1.0,0,0,0,0,0,0,0,0,0
74769,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,112000.0,43.0,35.0,2604.6511627906975,2.0,0,0,1,0,1,0,0,0,0
74770,apartment,Saavedra,Capital Federal,-34.555257,-58.492172,170000.0,57.0,51.0,2982.4561403508774,1.0,1,0,1,0,1,1,0,0,0
74773,apartment,Nuñez,Capital Federal,-34.556864822600005,-58.4477064427,140000.0,43.0,38.0,3255.813953488372,2.0,0,0,0,0,0,0,0,1,0
74775,apartment,Saavedra,Capital Federal,-34.5498677797,-58.475051809499995,269000.0,124.0,79.0,2169.3548387096776,3.0,1,0,1,0,0,1,1,1,0
74777,apartment,Barrio Norte,Capital Federal,-34.5941493489,-58.4123538264,159000.0,52.0,49.0,3057.6923076923076,2.0,0,0,0,0,0,0,0,0,0
74779,house,Villa Urquiza,Capital Federal,-34.5627422753,-58.487149261300004,250000.0,115.0,100.0,2173.913043478261,4.0,1,0,1,0,1,0,0,0,0
74782,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,105000.0,40.0,32.0,2625.0,2.0,0,0,1,0,1,0,0,0,0
74784,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,255000.0,74.0,60.0,3445.945945945946,1.0,0,0,1,0,1,0,1,1,0
74785,apartment,Villa Crespo,Capital Federal,-34.603587271900004,-58.4550601913,90000.0,37.0,34.0,2432.4324324324325,1.0,0,0,0,0,0,0,0,1,0
74786,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,85000.0,53.0,30.0,1603.7735849056603,1.0,0,0,0,0,0,0,0,0,0
74789,house,Liniers,Capital Federal,-34.6477969,-58.5164244,580000.0,420.0,350.0,1380.952380952381,4.0,1,0,0,0,0,0,0,0,0
74791,apartment,Villa Urquiza,Capital Federal,-34.585180512,-58.4771110004,140000.0,51.0,46.0,2745.098039215686,2.0,0,0,1,1,0,0,1,0,0
74792,apartment,Barrio Norte,Capital Federal,-34.5941493489,-58.4123538264,179000.0,70.0,50.0,2557.1428571428573,3.0,1,0,0,0,0,0,0,0,0
74793,apartment,Saavedra,Capital Federal,-34.5498677797,-58.475051809499995,149800.0,53.0,45.0,2826.4150943396226,2.0,1,0,1,0,0,1,1,1,0
74798,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,107000.0,40.0,32.0,2675.0,2.0,0,0,1,0,1,0,0,0,0
74800,apartment,Belgrano,Capital Federal,-34.56324026,-58.458541406,515000.0,260.0,200.0,1980.7692307692307,3.0,1,0,1,0,1,1,1,0,0
74803,apartment,Villa Urquiza,Capital Federal,-34.579227093600004,-58.490459458000004,95000.0,35.0,35.0,2714.285714285714,1.0,1,0,0,0,0,0,0,0,0
74804,apartment,Saavedra,Capital Federal,-34.5498677797,-58.475051809499995,155800.0,54.0,46.0,2885.185185185185,2.0,1,0,1,0,0,1,1,1,0
74806,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,210000.0,70.0,59.0,3000.0,3.0,0,0,0,0,1,0,0,0,0
74808,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,117000.0,43.0,35.0,2720.9302325581393,2.0,0,0,1,0,1,0,0,0,0
74811,apartment,Villa Urquiza,Capital Federal,-34.5730770889,-58.479809687,97000.0,34.0,30.0,2852.9411764705883,1.0,0,0,1,0,0,1,0,0,0
74815,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,171500.0,77.0,67.0,2227.2727272727275,3.0,1,0,0,0,0,0,1,1,0
74817,apartment,Barrio Norte,Capital Federal,-34.5941493489,-58.4123538264,162000.0,49.0,49.0,3306.122448979592,2.0,0,0,0,0,0,0,0,0,0
74818,apartment,Floresta,Capital Federal,-34.6404074612,-58.472062793199996,78000.0,48.0,45.0,1625.0,3.0,0,0,0,0,0,0,0,0,0
74819,apartment,Villa Luro,Capital Federal,-34.6388744,-58.5006566,245000.0,98.0,73.0,2500.0,3.0,1,0,0,0,1,1,1,0,0
74822,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,374725.0,89.0,68.0,4210.393258426966,3.0,1,0,0,0,1,0,0,0,0
74823,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,109000.0,40.0,32.0,2725.0,2.0,0,0,1,0,1,0,0,0,0
74827,apartment,Barrio Norte,Capital Federal,-34.5941493489,-58.4123538264,165000.0,51.0,48.0,3235.294117647059,2.0,0,0,0,0,0,0,0,0,0
74828,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,385966.0,89.0,68.0,4336.696629213483,3.0,1,0,0,0,1,1,0,0,0
74831,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,230000.0,158.0,83.0,1455.6962025316457,4.0,1,0,0,0,0,0,1,1,0
74833,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,119000.0,43.0,35.0,2767.4418604651164,2.0,0,0,1,0,1,0,0,0,0
74835,apartment,Villa del Parque,Capital Federal,-34.610036559099996,-58.478711764399996,95000.0,53.0,47.0,1792.4528301886792,1.0,0,0,0,0,0,0,1,1,0
74837,apartment,Liniers,Capital Federal,-34.6477969,-58.5164244,280000.0,280.0,230.0,1000.0,5.0,1,1,1,0,0,0,0,1,0
74840,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,265000.0,158.0,91.0,1677.2151898734178,4.0,1,0,0,0,0,0,1,1,0
74843,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,397545.0,89.0,68.0,4466.797752808989,3.0,1,0,0,0,1,1,0,0,0
74844,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,111000.0,40.0,32.0,2775.0,2.0,0,0,1,0,1,0,0,0,0
74849,apartment,Flores,Capital Federal,-34.626819415599996,-58.46037957,239000.0,140.0,120.0,1707.142857142857,4.0,1,0,0,0,1,0,1,0,0
74851,apartment,Villa Urquiza,Capital Federal,-34.585180512,-58.4771110004,140000.0,51.0,46.0,2745.098039215686,2.0,0,0,1,1,0,0,1,0,0
74856,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,124000.0,43.0,35.0,2883.720930232558,2.0,0,0,1,0,1,0,0,0,0
74859,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,409472.0,89.0,68.0,4600.808988764045,3.0,1,0,0,0,1,0,0,0,0
74861,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,106000.0,49.0,46.0,2163.265306122449,2.0,1,0,0,0,0,0,1,1,0
74863,apartment,Villa del Parque,Capital Federal,-34.6048126706,-58.4926396401,158000.0,70.0,70.0,2257.1428571428573,4.0,0,0,0,0,0,0,0,0,0
74867,apartment,Colegiales,Capital Federal,-34.5807316308,-58.464764423599995,144000.0,64.0,64.0,2250.0,2.0,1,0,0,0,0,0,0,0,0
74869,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,116000.0,40.0,32.0,2900.0,2.0,0,0,1,0,1,0,0,0,0
74870,apartment,Almagro,Capital Federal,-34.56910735,-58.40848979999999,130000.0,50.0,41.0,2600.0,1.0,0,0,0,0,0,0,1,0,0
74875,apartment,Belgrano,Capital Federal,-34.55857879999999,-58.44604920000001,399855.0,88.0,70.0,4543.806818181818,3.0,1,0,0,0,1,0,1,0,0
74876,apartment,Villa del Parque,Capital Federal,-34.6006064793,-58.4957259354,120000.0,58.0,46.0,2068.9655172413795,2.0,1,0,0,0,0,0,0,0,0
74877,apartment,Recoleta,Capital Federal,-34.5994274,-58.4015856,500000.0,109.0,109.0,4587.155963302752,3.0,0,0,0,0,1,0,0,0,0
74878,apartment,Villa Urquiza,Capital Federal,-34.5723413353,-58.484329891,142000.0,48.0,40.0,2958.3333333333335,2.0,0,0,0,0,1,1,1,0,0
74880,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,116000.0,58.0,44.0,2000.0,2.0,1,0,0,0,0,0,1,1,0
74881,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,237000.0,81.0,49.0,2925.925925925926,2.0,0,0,1,0,1,0,0,0,0
74884,apartment,Almagro,Capital Federal,-34.56910735,-58.40848979999999,152000.0,55.0,52.0,2763.6363636363635,2.0,0,0,0,0,0,0,1,0,0
74886,PH,Villa Crespo,Capital Federal,-34.5916487764,-58.438449859799995,159000.0,76.0,74.0,2092.1052631578946,4.0,0,0,0,0,0,0,0,0,0
74887,apartment,Recoleta,Capital Federal,-34.5994274,-58.4015856,475000.0,105.0,105.0,4523.809523809524,3.0,0,0,0,0,0,0,0,0,0
74892,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,218000.0,74.0,74.0,2945.945945945946,3.0,1,0,0,0,1,0,0,1,0
74894,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,124000.0,43.0,35.0,2883.720930232558,2.0,0,0,1,0,1,0,0,0,0
74895,apartment,Caballito,Capital Federal,-34.6137626685,-58.426020579399996,199000.0,116.0,100.0,1715.5172413793102,4.0,1,0,0,0,1,0,0,0,0
74898,apartment,Liniers,Capital Federal,-34.6477969,-58.5164244,105000.0,75.0,45.0,1400.0,2.0,1,0,0,0,0,0,0,0,0
74899,apartment,Colegiales,Capital Federal,-34.579606031,-58.4483653826,132000.0,50.0,46.0,2640.0,1.0,0,0,0,0,0,0,1,1,0
74901,PH,Palermo,Capital Federal,-34.5916487764,-58.438449859799995,159000.0,76.0,74.0,2092.1052631578946,4.0,0,0,0,0,0,0,0,0,0
74907,apartment,San Telmo,Capital Federal,-34.6111346932,-58.3705627021,112000.0,39.0,33.0,2871.7948717948716,1.0,0,0,0,0,0,0,0,0,0
74909,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,116000.0,40.0,32.0,2900.0,2.0,0,0,1,0,1,0,0,0,0
74910,apartment,Palermo,Capital Federal,-34.5916487764,-58.438449859799995,159000.0,76.0,74.0,2092.1052631578946,4.0,0,0,0,0,0,0,0,0,0
74916,apartment,Mataderos,Capital Federal,-34.6618237,-58.5088387,75000.0,41.0,38.0,1829.2682926829268,1.0,0,0,0,0,0,0,0,1,0
74917,PH,Villa Devoto,Capital Federal,-34.5961576145,-58.503418535600005,450000.0,270.0,230.0,1666.6666666666667,5.0,1,1,1,0,1,0,1,1,0
74918,apartment,Villa Crespo,Capital Federal,-34.5916487764,-58.438449859799995,159000.0,76.0,74.0,2092.1052631578946,4.0,0,0,0,0,0,0,0,0,0
74920,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,126000.0,43.0,35.0,2930.232558139535,2.0,0,0,1,0,1,0,0,0,0
74925,apartment,Villa Lugano,Capital Federal,-34.6784946475,-58.4521358226,125000.0,114.0,106.0,1096.4912280701753,3.0,1,0,0,0,1,0,1,0,0
74929,apartment,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,118000.0,40.0,32.0,2950.0,2.0,0,0,1,0,1,0,0,0,0
74930,apartment,San Telmo,Capital Federal,-34.6111346932,-58.3705627021,111000.0,39.0,33.0,2846.153846153846,1.0,0,0,0,0,0,0,0,0,0
74935,apartment,Caballito,Capital Federal,-34.628341503499996,-58.4355242757,173500.0,77.0,68.0,2253.246753246753,3.0,1,0,1,0,1,0,0,1,0
74937,PH,Villa Urquiza,Capital Federal,-34.5796461195,-58.477145001400004,290000.0,180.0,130.0,1611.111111111111,4.0,1,1,0,0,0,0,0,0,0
74940,apartment,Capital Federal,Capital Federal,-34.6081925827,-58.4637142203,145000.0,82.0,73.0,1768.2926829268292,3.0,0,0,0,0,1,0,0,0,0
74943,apartment,San Telmo,Capital Federal,-34.6111346932,-58.3705627021,151000.0,48.0,37.0,3145.8333333333335,2.0,0,0,0,0,0,0,0,0,0
74947,store,Palermo Hollywood,Capital Federal,-34.5795688427,-58.4331024375,160000.0,36.0,36.0,4444.444444444444,3.0,0,0,1,0,1,0,0,0,0
74948,apartment,Villa Ortuzar,Capital Federal,-34.5807316308,-58.464764423599995,144000.0,64.0,64.0,2250.0,2.0,1,0,0,0,0,0,0,0,0
74954,apartment,Flores,Capital Federal,-34.635117947800005,-58.4739639408,270000.0,168.0,142.0,1607.142857142857,5.0,1,0,0,0,0,0,0,0,0
74955,apartment,San Telmo,Capital Federal,-34.6111346932,-58.3705627021,100000.0,40.0,28.0,2500.0,1.0,0,0,0,0,0,0,0,0,0
74961,store,Recoleta,Capital Federal,-34.5879285237,-58.402176133699996,720000.0,153.0,153.0,4705.882352941177,2.0,0,0,0,0,0,0,0,0,0
74964,apartment,Liniers,Capital Federal,-34.6477969,-58.5164244,110000.0,54.0,48.0,2037.037037037037,2.0,1,0,0,0,0,0,0,0,0
74965,PH,Paternal,Capital Federal,-34.6040601475,-58.4694846062,155000.0,85.0,85.0,1823.5294117647059,4.0,0,0,0,0,0,0,0,0,0
74968,apartment,Villa del Parque,Capital Federal,-34.6021203969,-58.4857103518,167000.0,131.0,70.0,1274.8091603053435,3.0,1,0,0,0,1,0,0,0,0
74970,apartment,Villa Urquiza,Capital Federal,-34.56178060000001,-58.4928894,118000.0,40.0,40.0,2950.0,2.0,1,0,0,0,0,1,0,0,0
74971,apartment,Saavedra,Capital Federal,-34.5466874258,-58.4777786099,119800.0,53.0,47.0,2260.377358490566,2.0,1,0,1,0,0,0,1,1,0
74978,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,200162.0,64.0,64.0,3127.53125,4.0,0,0,0,1,0,1,1,0,0
74979,apartment,Villa Urquiza,Capital Federal,-34.5683979918,-58.4898590397,185000.0,56.0,56.0,3303.5714285714284,2.0,1,0,0,0,0,0,0,0,0
74983,apartment,Flores,Capital Federal,-34.6194811144,-58.468270671800006,90000.0,45.0,42.0,2000.0,2.0,0,0,0,0,1,0,0,0,0
74986,apartment,Villa Urquiza,Capital Federal,-34.56178060000001,-58.4928894,83000.0,30.0,30.0,2766.6666666666665,1.0,1,0,0,0,1,1,0,0,0
74988,apartment,Flores,Capital Federal,-34.6245702728,-58.4616717699,165000.0,100.0,94.0,1650.0,4.0,0,0,0,0,1,0,0,0,0
74995,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,249639.0,78.0,78.0,3200.5,4.0,0,0,0,1,0,1,1,0,0
74996,apartment,Chacarita,Capital Federal,-34.5907407691,-58.4487541204,110000.0,30.0,28.0,3666.6666666666665,1.0,0,0,1,0,1,1,1,1,0
74997,apartment,Villa del Parque,Capital Federal,-34.5994552108,-58.488100647299994,169000.0,68.0,62.0,2485.294117647059,3.0,0,0,0,0,1,0,1,1,0
75000,apartment,Liniers,Capital Federal,-34.6477969,-58.5164244,89000.0,45.0,37.0,1977.7777777777778,2.0,0,1,0,0,0,0,0,0,0
75007,apartment,Chacarita,Capital Federal,-34.5907407691,-58.4487541204,110000.0,30.0,28.0,3666.6666666666665,1.0,0,0,1,0,1,1,1,1,0
75008,apartment,Caballito,Capital Federal,-34.6222111,-58.43912829999999,33800.0,49.0,49.0,689.795918367347,2.0,0,0,0,0,0,0,0,0,0
75009,apartment,Almagro,Capital Federal,-34.61774019,-58.4214390154,89500.0,54.0,47.0,1657.4074074074074,2.0,1,0,0,0,0,0,0,0,0
75010,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,203164.0,64.0,64.0,3174.4375,4.0,0,0,0,1,0,1,1,0,0
75019,apartment,Liniers,Capital Federal,-34.640085484699995,-58.5223330493,72000.0,40.0,34.0,1800.0,1.0,1,0,0,0,0,0,0,0,0
75024,apartment,Caballito,Capital Federal,-34.6222111,-58.43912829999999,33000.0,48.0,48.0,687.5,2.0,0,0,0,0,0,0,0,0,0
75026,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,175236.0,51.0,51.0,3436.0,4.0,0,0,0,1,0,1,1,0,0
75032,apartment,Villa Urquiza,Capital Federal,-34.5700447538,-58.4865446212,209000.0,63.0,57.0,3317.4603174603176,3.0,1,0,1,0,1,0,1,0,0
75033,apartment,Caballito,Capital Federal,-34.6222111,-58.43912829999999,31000.0,42.0,42.0,738.0952380952381,2.0,0,0,0,0,0,0,0,0,0
75034,PH,Liniers,Capital Federal,-34.645373179699995,-58.514760868100005,91000.0,74.0,60.0,1229.7297297297298,2.0,0,1,0,0,1,0,0,0,0
75042,house,Villa Luro,Capital Federal,-34.6299357735,-58.5080264182,279800.0,375.0,159.0,746.1333333333333,5.0,1,0,1,0,1,1,1,0,0
75043,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,344547.0,102.0,102.0,3377.9117647058824,4.0,0,0,0,1,0,1,1,0,0
75048,store,Caballito,Capital Federal,-34.6222111,-58.43912829999999,17500.0,29.0,29.0,603.448275862069,5.0,0,0,0,0,0,0,0,0,0
75049,apartment,Villa del Parque,Capital Federal,-34.6100791,-58.47885079999999,92000.0,43.0,43.0,2139.5348837209303,2.0,0,0,0,0,0,0,0,0,0
75051,house,Coghlan,Capital Federal,-34.5625852254,-58.471197931300004,610000.0,250.0,550.0,2440.0,5.0,0,0,0,0,1,0,1,0,0
75056,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,190000.0,97.0,67.0,1958.7628865979382,3.0,1,1,0,0,0,0,1,1,0
75059,apartment,Caballito,Capital Federal,-34.6065409068,-58.4400222732,110000.0,42.0,38.0,2619.0476190476193,2.0,0,0,1,0,0,0,1,1,0
75061,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,157238.0,46.0,35.0,3418.217391304348,1.0,0,0,0,1,0,1,1,0,0
75062,apartment,Villa Luro,Capital Federal,-34.6400101852,-58.506378634300006,330000.0,90.0,90.0,3666.6666666666665,2.0,1,0,1,0,0,0,1,0,0
75063,apartment,Villa del Parque,Capital Federal,-34.6007400941,-58.4904036474,190000.0,89.0,75.0,2134.8314606741574,4.0,0,0,0,0,0,0,0,0,0
75065,apartment,Coghlan,Capital Federal,-34.5661976832,-58.4750030537,119000.0,65.0,55.0,1830.7692307692307,3.0,0,1,0,0,1,0,0,0,1
75073,apartment,Palermo,Capital Federal,-34.5891024184,-58.4380556617,296514.0,87.0,87.0,3408.206896551724,4.0,0,0,0,1,0,1,1,0,0
75076,house,Flores,Capital Federal,-34.635117947800005,-58.4739639408,450000.0,380.0,380.0,1184.2105263157894,5.0,1,1,1,0,1,0,1,0,0
75077,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,478870.0,130.0,118.0,3683.6153846153848,4.0,1,0,0,0,1,0,1,0,0
75080,apartment,Villa del Parque,Capital Federal,-34.599315142100004,-58.4879733066,120000.0,60.0,60.0,2000.0,3.0,0,0,0,0,1,0,0,0,0
75081,apartment,Paternal,Capital Federal,-34.6062719178,-58.4519392193,110000.0,46.0,42.0,2391.304347826087,2.0,1,0,1,0,1,0,0,1,0
75082,apartment,Villa Luro,Capital Federal,-34.6433044644,-58.503792752799995,193000.0,97.0,67.0,1989.6907216494844,3.0,1,1,0,0,0,0,1,1,0
